	feature
7381	ENSMUSG00000044328
7382	ENSMUSG00000044338
7383	ENSMUSG00000044339
7384	ENSMUSG00000044340
7385	ENSMUSG00000044349
7386	ENSMUSG00000044367
7387	ENSMUSG00000044393
7388	ENSMUSG00000044408
7389	ENSMUSG00000044433
7390	ENSMUSG00000044442
7391	ENSMUSG00000044447
7392	ENSMUSG00000044452
7393	ENSMUSG00000044456
7394	ENSMUSG00000044461
7395	ENSMUSG00000044465
7396	ENSMUSG00000044475
7397	ENSMUSG00000044477
7398	ENSMUSG00000044501
7399	ENSMUSG00000044502
7400	ENSMUSG00000044533
7401	ENSMUSG00000044548
7402	ENSMUSG00000044562
7403	ENSMUSG00000044573
7404	ENSMUSG00000044595
7405	ENSMUSG00000044600
7406	ENSMUSG00000044617
7407	ENSMUSG00000044627
7408	ENSMUSG00000044636
7409	ENSMUSG00000044641
7410	ENSMUSG00000044676
7411	ENSMUSG00000044700
7412	ENSMUSG00000044702
7413	ENSMUSG00000044707
7414	ENSMUSG00000044709
7415	ENSMUSG00000044712
7416	ENSMUSG00000044715
7417	ENSMUSG00000044763
7418	ENSMUSG00000044783
7419	ENSMUSG00000044786
7420	ENSMUSG00000044791
7421	ENSMUSG00000044792
7422	ENSMUSG00000044795
7423	ENSMUSG00000044807
7424	ENSMUSG00000044813
7425	ENSMUSG00000044835
7426	ENSMUSG00000044847
7427	ENSMUSG00000044864
7428	ENSMUSG00000044876
7429	ENSMUSG00000044881
7430	ENSMUSG00000044894
7431	ENSMUSG00000044927
7432	ENSMUSG00000044934
7433	ENSMUSG00000044949
7434	ENSMUSG00000044950
7435	ENSMUSG00000044968
7436	ENSMUSG00000044982
7437	ENSMUSG00000044986
7438	ENSMUSG00000045005
7439	ENSMUSG00000045007
7440	ENSMUSG00000045039
7441	ENSMUSG00000045045
7442	ENSMUSG00000045078
7443	ENSMUSG00000045095
7444	ENSMUSG00000045098
7445	ENSMUSG00000045100
7446	ENSMUSG00000045106
7447	ENSMUSG00000045107
7448	ENSMUSG00000045128
7449	ENSMUSG00000045136
7450	ENSMUSG00000045140
7451	ENSMUSG00000045160
7452	ENSMUSG00000045179
7453	ENSMUSG00000045180
7454	ENSMUSG00000045193
7455	ENSMUSG00000045205
7456	ENSMUSG00000045210
7457	ENSMUSG00000045216
7458	ENSMUSG00000045232
7459	ENSMUSG00000045248
7460	ENSMUSG00000045251
7461	ENSMUSG00000045252
7462	ENSMUSG00000045257
7463	ENSMUSG00000045268
7464	ENSMUSG00000045273
7465	ENSMUSG00000045284
7466	ENSMUSG00000045294
7467	ENSMUSG00000045302
7468	ENSMUSG00000045312
7469	ENSMUSG00000045316
7470	ENSMUSG00000045319
7471	ENSMUSG00000045328
7472	ENSMUSG00000045333
7473	ENSMUSG00000045374
7474	ENSMUSG00000045377
7475	ENSMUSG00000045394
7476	ENSMUSG00000045409
7477	ENSMUSG00000045410
7478	ENSMUSG00000045427
7479	ENSMUSG00000045435
7480	ENSMUSG00000045438
7481	ENSMUSG00000045466
7482	ENSMUSG00000045482
7483	ENSMUSG00000045503
7484	ENSMUSG00000045519
7485	ENSMUSG00000045538
7486	ENSMUSG00000045576
7487	ENSMUSG00000045594
7488	ENSMUSG00000045598
7489	ENSMUSG00000045624
7490	ENSMUSG00000045636
7491	ENSMUSG00000045639
7492	ENSMUSG00000045658
7493	ENSMUSG00000045659
7494	ENSMUSG00000045665
7495	ENSMUSG00000045667
7496	ENSMUSG00000045671
7497	ENSMUSG00000045690
7498	ENSMUSG00000045691
7499	ENSMUSG00000045751
7500	ENSMUSG00000045752
7501	ENSMUSG00000045763
7502	ENSMUSG00000045817
7503	ENSMUSG00000045822
7504	ENSMUSG00000045854
7505	ENSMUSG00000045867
7506	ENSMUSG00000045896
7507	ENSMUSG00000045917
7508	ENSMUSG00000045932
7509	ENSMUSG00000045934
7510	ENSMUSG00000045948
7511	ENSMUSG00000045962
7512	ENSMUSG00000045969
7513	ENSMUSG00000045973
7514	ENSMUSG00000045975
7515	ENSMUSG00000045980
7516	ENSMUSG00000045983
7517	ENSMUSG00000045996
7518	ENSMUSG00000046010
7519	ENSMUSG00000046020
7520	ENSMUSG00000046027
7521	ENSMUSG00000046032
7522	ENSMUSG00000046034
7523	ENSMUSG00000046062
7524	ENSMUSG00000046079
7525	ENSMUSG00000046101
7526	ENSMUSG00000046111
7527	ENSMUSG00000046139
7528	ENSMUSG00000046152
7529	ENSMUSG00000046179
7530	ENSMUSG00000046185
7531	ENSMUSG00000046201
7532	ENSMUSG00000046204
7533	ENSMUSG00000046229
7534	ENSMUSG00000046230
7535	ENSMUSG00000046295
7536	ENSMUSG00000046311
7537	ENSMUSG00000046314
7538	ENSMUSG00000046323
7539	ENSMUSG00000046324
7540	ENSMUSG00000046329
7541	ENSMUSG00000046330
7542	ENSMUSG00000046337
7543	ENSMUSG00000046351
7544	ENSMUSG00000046364
7545	ENSMUSG00000046402
7546	ENSMUSG00000046404
7547	ENSMUSG00000046432
7548	ENSMUSG00000046434
7549	ENSMUSG00000046441
7550	ENSMUSG00000046442
7551	ENSMUSG00000046447
7552	ENSMUSG00000046516
7553	ENSMUSG00000046519
7554	ENSMUSG00000046546
7555	ENSMUSG00000046550
7556	ENSMUSG00000046562
7557	ENSMUSG00000046572
7558	ENSMUSG00000046573
7559	ENSMUSG00000046574
7560	ENSMUSG00000046591
7561	ENSMUSG00000046598
7562	ENSMUSG00000046603
7563	ENSMUSG00000046605
7564	ENSMUSG00000046618
7565	ENSMUSG00000046667
7566	ENSMUSG00000046668
7567	ENSMUSG00000046671
7568	ENSMUSG00000046675
7569	ENSMUSG00000046691
7570	ENSMUSG00000046707
7571	ENSMUSG00000046711
7572	ENSMUSG00000046718
7573	ENSMUSG00000046722
7574	ENSMUSG00000046727
7575	ENSMUSG00000046753
7576	ENSMUSG00000046756
7577	ENSMUSG00000046785
7578	ENSMUSG00000046792
7579	ENSMUSG00000046798
7580	ENSMUSG00000046818
7581	ENSMUSG00000046836
7582	ENSMUSG00000046841
7583	ENSMUSG00000046861
7584	ENSMUSG00000046862
7585	ENSMUSG00000046865
7586	ENSMUSG00000046873
7587	ENSMUSG00000046897
7588	ENSMUSG00000046909
7589	ENSMUSG00000046934
7590	ENSMUSG00000046942
7591	ENSMUSG00000046947
7592	ENSMUSG00000046949
7593	ENSMUSG00000046962
7594	ENSMUSG00000046994
7595	ENSMUSG00000046997
7596	ENSMUSG00000047003
7597	ENSMUSG00000047022
7598	ENSMUSG00000047030
7599	ENSMUSG00000047036
7600	ENSMUSG00000047045
7601	ENSMUSG00000047067
7602	ENSMUSG00000047084
7603	ENSMUSG00000047090
7604	ENSMUSG00000047098
7605	ENSMUSG00000047126
7606	ENSMUSG00000047139
7607	ENSMUSG00000047141
7608	ENSMUSG00000047146
7609	ENSMUSG00000047153
7610	ENSMUSG00000047187
7611	ENSMUSG00000047193
7612	ENSMUSG00000047205
7613	ENSMUSG00000047213
7614	ENSMUSG00000047215
7615	ENSMUSG00000047221
7616	ENSMUSG00000047238
7617	ENSMUSG00000047246
7618	ENSMUSG00000047248
7619	ENSMUSG00000047260
7620	ENSMUSG00000047261
7621	ENSMUSG00000047264
7622	ENSMUSG00000047281
7623	ENSMUSG00000047284
7624	ENSMUSG00000047368
7625	ENSMUSG00000047371
7626	ENSMUSG00000047379
7627	ENSMUSG00000047388
7628	ENSMUSG00000047407
7629	ENSMUSG00000047409
7630	ENSMUSG00000047412
7631	ENSMUSG00000047417
7632	ENSMUSG00000047434
7633	ENSMUSG00000047446
7634	ENSMUSG00000047454
7635	ENSMUSG00000047459
7636	ENSMUSG00000047501
7637	ENSMUSG00000047514
7638	ENSMUSG00000047528
7639	ENSMUSG00000047534
7640	ENSMUSG00000047539
7641	ENSMUSG00000047547
7642	ENSMUSG00000047554
7643	ENSMUSG00000047557
7644	ENSMUSG00000047583
7645	ENSMUSG00000047603
7646	ENSMUSG00000047648
7647	ENSMUSG00000047649
7648	ENSMUSG00000047656
7649	ENSMUSG00000047675
7650	ENSMUSG00000047694
7651	ENSMUSG00000047710
7652	ENSMUSG00000047714
7653	ENSMUSG00000047719
7654	ENSMUSG00000047721
7655	ENSMUSG00000047731
7656	ENSMUSG00000047749
7657	ENSMUSG00000047751
7658	ENSMUSG00000047757
7659	ENSMUSG00000047766
7660	ENSMUSG00000047777
7661	ENSMUSG00000047789
7662	ENSMUSG00000047804
7663	ENSMUSG00000047824
7664	ENSMUSG00000047832
7665	ENSMUSG00000047843
7666	ENSMUSG00000047844
7667	ENSMUSG00000047866
7668	ENSMUSG00000047878
7669	ENSMUSG00000047879
7670	ENSMUSG00000047881
7671	ENSMUSG00000047888
7672	ENSMUSG00000047909
7673	ENSMUSG00000047921
7674	ENSMUSG00000047945
7675	ENSMUSG00000047986
7676	ENSMUSG00000047989
7677	ENSMUSG00000048000
7678	ENSMUSG00000048007
7679	ENSMUSG00000048012
7680	ENSMUSG00000048022
7681	ENSMUSG00000048027
7682	ENSMUSG00000048039
7683	ENSMUSG00000048047
7684	ENSMUSG00000048058
7685	ENSMUSG00000048076
7686	ENSMUSG00000048078
7687	ENSMUSG00000048100
7688	ENSMUSG00000048109
7689	ENSMUSG00000048118
7690	ENSMUSG00000048154
7691	ENSMUSG00000048170
7692	ENSMUSG00000048175
7693	ENSMUSG00000048216
7694	ENSMUSG00000048222
7695	ENSMUSG00000048234
7696	ENSMUSG00000048249
7697	ENSMUSG00000048251
7698	ENSMUSG00000048264
7699	ENSMUSG00000048271
7700	ENSMUSG00000048277
7701	ENSMUSG00000048279
7702	ENSMUSG00000048280
7703	ENSMUSG00000048285
7704	ENSMUSG00000048307
7705	ENSMUSG00000048310
7706	ENSMUSG00000048327
7707	ENSMUSG00000048330
7708	ENSMUSG00000048332
7709	ENSMUSG00000048351
7710	ENSMUSG00000048371
7711	ENSMUSG00000048376
7712	ENSMUSG00000048379
7713	ENSMUSG00000048388
7714	ENSMUSG00000048402
7715	ENSMUSG00000048410
7716	ENSMUSG00000048416
7717	ENSMUSG00000048439
7718	ENSMUSG00000048440
7719	ENSMUSG00000048445
7720	ENSMUSG00000048450
7721	ENSMUSG00000048486
7722	ENSMUSG00000048490
7723	ENSMUSG00000048495
7724	ENSMUSG00000048497
7725	ENSMUSG00000048537
7726	ENSMUSG00000048546
7727	ENSMUSG00000048550
7728	ENSMUSG00000048562
7729	ENSMUSG00000048578
7730	ENSMUSG00000048583
7731	ENSMUSG00000048644
7732	ENSMUSG00000048661
7733	ENSMUSG00000048668
7734	ENSMUSG00000048677
7735	ENSMUSG00000048696
7736	ENSMUSG00000048701
7737	ENSMUSG00000048707
7738	ENSMUSG00000048731
7739	ENSMUSG00000048732
7740	ENSMUSG00000048752
7741	ENSMUSG00000048755
7742	ENSMUSG00000048756
7743	ENSMUSG00000048758
7744	ENSMUSG00000048787
7745	ENSMUSG00000048799
7746	ENSMUSG00000048826
7747	ENSMUSG00000048832
7748	ENSMUSG00000048833
7749	ENSMUSG00000048874
7750	ENSMUSG00000048878
7751	ENSMUSG00000048897
7752	ENSMUSG00000048915
7753	ENSMUSG00000048920
7754	ENSMUSG00000048921
7755	ENSMUSG00000048922
7756	ENSMUSG00000048930
7757	ENSMUSG00000048960
7758	ENSMUSG00000048970
7759	ENSMUSG00000048997
7760	ENSMUSG00000049036
7761	ENSMUSG00000049038
7762	ENSMUSG00000049047
7763	ENSMUSG00000049076
7764	ENSMUSG00000049086
7765	ENSMUSG00000049090
7766	ENSMUSG00000049091
7767	ENSMUSG00000049106
7768	ENSMUSG00000049164
7769	ENSMUSG00000049225
7770	ENSMUSG00000049232
7771	ENSMUSG00000049287
7772	ENSMUSG00000049295
7773	ENSMUSG00000049299
7774	ENSMUSG00000049300
7775	ENSMUSG00000049305
7776	ENSMUSG00000049313
7777	ENSMUSG00000049321
7778	ENSMUSG00000049323
7779	ENSMUSG00000049327
7780	ENSMUSG00000049339
7781	ENSMUSG00000049354
7782	ENSMUSG00000049382
7783	ENSMUSG00000049401
7784	ENSMUSG00000049421
7785	ENSMUSG00000049422
7786	ENSMUSG00000049439
7787	ENSMUSG00000049470
7788	ENSMUSG00000049482
7789	ENSMUSG00000049488
7790	ENSMUSG00000049489
7791	ENSMUSG00000049493
7792	ENSMUSG00000049502
7793	ENSMUSG00000049504
7794	ENSMUSG00000049516
7795	ENSMUSG00000049517
7796	ENSMUSG00000049532
7797	ENSMUSG00000049536
7798	ENSMUSG00000049550
7799	ENSMUSG00000049553
7800	ENSMUSG00000049577
7801	ENSMUSG00000049580
7802	ENSMUSG00000049600
7803	ENSMUSG00000049606
7804	ENSMUSG00000049624
7805	ENSMUSG00000049657
7806	ENSMUSG00000049658
7807	ENSMUSG00000049659
7808	ENSMUSG00000049670
7809	ENSMUSG00000049672
7810	ENSMUSG00000049680
7811	ENSMUSG00000049686
7812	ENSMUSG00000049717
7813	ENSMUSG00000049728
7814	ENSMUSG00000049739
7815	ENSMUSG00000049751
7816	ENSMUSG00000049755
7817	ENSMUSG00000049764
7818	ENSMUSG00000049775
7819	ENSMUSG00000049792
7820	ENSMUSG00000049800
7821	ENSMUSG00000049804
7822	ENSMUSG00000049866
7823	ENSMUSG00000049878
7824	ENSMUSG00000049882
7825	ENSMUSG00000049904
7826	ENSMUSG00000049922
7827	ENSMUSG00000049929
7828	ENSMUSG00000049932
7829	ENSMUSG00000049940
7830	ENSMUSG00000049950
7831	ENSMUSG00000049957
7832	ENSMUSG00000049960
7833	ENSMUSG00000049969
7834	ENSMUSG00000049971
7835	ENSMUSG00000050002
7836	ENSMUSG00000050017
7837	ENSMUSG00000050029
7838	ENSMUSG00000050043
7839	ENSMUSG00000050052
7840	ENSMUSG00000050064
7841	ENSMUSG00000050071
7842	ENSMUSG00000050079
7843	ENSMUSG00000050105
7844	ENSMUSG00000050107
7845	ENSMUSG00000050144
7846	ENSMUSG00000050148
7847	ENSMUSG00000050150
7848	ENSMUSG00000050188
7849	ENSMUSG00000050192
7850	ENSMUSG00000050199
7851	ENSMUSG00000050212
7852	ENSMUSG00000050213
7853	ENSMUSG00000050229
7854	ENSMUSG00000050240
7855	ENSMUSG00000050244
7856	ENSMUSG00000050248
7857	ENSMUSG00000050288
7858	ENSMUSG00000050310
7859	ENSMUSG00000050312
7860	ENSMUSG00000050323
7861	ENSMUSG00000050332
7862	ENSMUSG00000050373
7863	ENSMUSG00000050379
7864	ENSMUSG00000050382
7865	ENSMUSG00000050394
7866	ENSMUSG00000050410
7867	ENSMUSG00000050424
7868	ENSMUSG00000050428
7869	ENSMUSG00000050471
7870	ENSMUSG00000050473
7871	ENSMUSG00000050530
7872	ENSMUSG00000050552
7873	ENSMUSG00000050555
7874	ENSMUSG00000050565
7875	ENSMUSG00000050567
7876	ENSMUSG00000050608
7877	ENSMUSG00000050619
7878	ENSMUSG00000050621
7879	ENSMUSG00000050627
7880	ENSMUSG00000050628
7881	ENSMUSG00000050668
7882	ENSMUSG00000050697
7883	ENSMUSG00000050708
7884	ENSMUSG00000050714
7885	ENSMUSG00000050730
7886	ENSMUSG00000050732
7887	ENSMUSG00000050777
7888	ENSMUSG00000050796
7889	ENSMUSG00000050822
7890	ENSMUSG00000050846
7891	ENSMUSG00000050854
7892	ENSMUSG00000050855
7893	ENSMUSG00000050856
7894	ENSMUSG00000050890
7895	ENSMUSG00000050891
7896	ENSMUSG00000050910
7897	ENSMUSG00000050912
7898	ENSMUSG00000050914
7899	ENSMUSG00000050917
7900	ENSMUSG00000050953
7901	ENSMUSG00000050966
7902	ENSMUSG00000050973
7903	ENSMUSG00000050989
7904	ENSMUSG00000051007
7905	ENSMUSG00000051043
7906	ENSMUSG00000051065
7907	ENSMUSG00000051124
7908	ENSMUSG00000051154
7909	ENSMUSG00000051159
7910	ENSMUSG00000051166
7911	ENSMUSG00000051169
7912	ENSMUSG00000051176
7913	ENSMUSG00000051184
7914	ENSMUSG00000051185
7915	ENSMUSG00000051220
7916	ENSMUSG00000051223
7917	ENSMUSG00000051224
7918	ENSMUSG00000051232
7919	ENSMUSG00000051234
7920	ENSMUSG00000051235
7921	ENSMUSG00000051238
7922	ENSMUSG00000051256
7923	ENSMUSG00000051257
7924	ENSMUSG00000051278
7925	ENSMUSG00000051285
7926	ENSMUSG00000051306
7927	ENSMUSG00000051316
7928	ENSMUSG00000051323
7929	ENSMUSG00000051329
7930	ENSMUSG00000051344
7931	ENSMUSG00000051346
7932	ENSMUSG00000051355
7933	ENSMUSG00000051375
7934	ENSMUSG00000051378
7935	ENSMUSG00000051379
7936	ENSMUSG00000051390
7937	ENSMUSG00000051391
7938	ENSMUSG00000051403
7939	ENSMUSG00000051413
7940	ENSMUSG00000051451
7941	ENSMUSG00000051469
7942	ENSMUSG00000051483
7943	ENSMUSG00000051495
7944	ENSMUSG00000051502
7945	ENSMUSG00000051510
7946	ENSMUSG00000051517
7947	ENSMUSG00000051518
7948	ENSMUSG00000051527
7949	ENSMUSG00000051557
7950	ENSMUSG00000051579
7951	ENSMUSG00000051586
7952	ENSMUSG00000051615
7953	ENSMUSG00000051627
7954	ENSMUSG00000051652
7955	ENSMUSG00000051671
7956	ENSMUSG00000051674
7957	ENSMUSG00000051675
7958	ENSMUSG00000051695
7959	ENSMUSG00000051705
7960	ENSMUSG00000051730
7961	ENSMUSG00000051735
7962	ENSMUSG00000051736
7963	ENSMUSG00000051768
7964	ENSMUSG00000051786
7965	ENSMUSG00000051790
7966	ENSMUSG00000051811
7967	ENSMUSG00000051817
7968	ENSMUSG00000051851
7969	ENSMUSG00000051853
7970	ENSMUSG00000051855
7971	ENSMUSG00000051864
7972	ENSMUSG00000051934
7973	ENSMUSG00000051950
7974	ENSMUSG00000051978
7975	ENSMUSG00000051989
7976	ENSMUSG00000052031
7977	ENSMUSG00000052033
7978	ENSMUSG00000052040
7979	ENSMUSG00000052056
7980	ENSMUSG00000052102
7981	ENSMUSG00000052105
7982	ENSMUSG00000052137
7983	ENSMUSG00000052139
7984	ENSMUSG00000052144
7985	ENSMUSG00000052146
7986	ENSMUSG00000052151
7987	ENSMUSG00000052155
7988	ENSMUSG00000052214
7989	ENSMUSG00000052253
7990	ENSMUSG00000052296
7991	ENSMUSG00000052298
7992	ENSMUSG00000052299
7993	ENSMUSG00000052310
7994	ENSMUSG00000052337
7995	ENSMUSG00000052369
7996	ENSMUSG00000052373
7997	ENSMUSG00000052395
7998	ENSMUSG00000052396
7999	ENSMUSG00000052397
8000	ENSMUSG00000052406
8001	ENSMUSG00000052423
8002	ENSMUSG00000052428
8003	ENSMUSG00000052446
8004	ENSMUSG00000052456
8005	ENSMUSG00000052459
8006	ENSMUSG00000052488
8007	ENSMUSG00000052512
8008	ENSMUSG00000052525
8009	ENSMUSG00000052533
8010	ENSMUSG00000052534
8011	ENSMUSG00000052539
8012	ENSMUSG00000052551
8013	ENSMUSG00000052557
8014	ENSMUSG00000052565
8015	ENSMUSG00000052566
8016	ENSMUSG00000052593
8017	ENSMUSG00000052609
8018	ENSMUSG00000052632
8019	ENSMUSG00000052681
8020	ENSMUSG00000052684
8021	ENSMUSG00000052698
8022	ENSMUSG00000052707
8023	ENSMUSG00000052713
8024	ENSMUSG00000052727
8025	ENSMUSG00000052738
8026	ENSMUSG00000052748
8027	ENSMUSG00000052751
8028	ENSMUSG00000052752
8029	ENSMUSG00000052763
8030	ENSMUSG00000052798
8031	ENSMUSG00000052812
8032	ENSMUSG00000052833
8033	ENSMUSG00000052837
8034	ENSMUSG00000052889
8035	ENSMUSG00000052906
8036	ENSMUSG00000052915
8037	ENSMUSG00000052917
8038	ENSMUSG00000052921
8039	ENSMUSG00000052926
8040	ENSMUSG00000052934
8041	ENSMUSG00000052957
8042	ENSMUSG00000052962
8043	ENSMUSG00000052997
8044	ENSMUSG00000053012
8045	ENSMUSG00000053040
8046	ENSMUSG00000053091
8047	ENSMUSG00000053094
8048	ENSMUSG00000053110
8049	ENSMUSG00000053119
8050	ENSMUSG00000053134
8051	ENSMUSG00000053137
8052	ENSMUSG00000053178
8053	ENSMUSG00000053192
8054	ENSMUSG00000053205
8055	ENSMUSG00000053219
8056	ENSMUSG00000053253
8057	ENSMUSG00000053286
8058	ENSMUSG00000053289
8059	ENSMUSG00000053291
8060	ENSMUSG00000053293
8061	ENSMUSG00000053317
8062	ENSMUSG00000053333
8063	ENSMUSG00000053347
8064	ENSMUSG00000053390
8065	ENSMUSG00000053395
8066	ENSMUSG00000053398
8067	ENSMUSG00000053411
8068	ENSMUSG00000053414
8069	ENSMUSG00000053436
8070	ENSMUSG00000053453
8071	ENSMUSG00000053460
8072	ENSMUSG00000053470
8073	ENSMUSG00000053477
8074	ENSMUSG00000053483
8075	ENSMUSG00000053510
8076	ENSMUSG00000053536
8077	ENSMUSG00000053559
8078	ENSMUSG00000053560
8079	ENSMUSG00000053565
8080	ENSMUSG00000053580
8081	ENSMUSG00000053581
8082	ENSMUSG00000053600
8083	ENSMUSG00000053604
8084	ENSMUSG00000053617
8085	ENSMUSG00000053641
8086	ENSMUSG00000053644
8087	ENSMUSG00000053646
8088	ENSMUSG00000053716
8089	ENSMUSG00000053730
8090	ENSMUSG00000053754
8091	ENSMUSG00000053768
8092	ENSMUSG00000053769
8093	ENSMUSG00000053774
8094	ENSMUSG00000053799
8095	ENSMUSG00000053801
8096	ENSMUSG00000053819
8097	ENSMUSG00000053835
8098	ENSMUSG00000053838
8099	ENSMUSG00000053841
8100	ENSMUSG00000053870
8101	ENSMUSG00000053877
8102	ENSMUSG00000053897
8103	ENSMUSG00000053898
8104	ENSMUSG00000053907
8105	ENSMUSG00000053916
8106	ENSMUSG00000053929
8107	ENSMUSG00000053931
8108	ENSMUSG00000053950
8109	ENSMUSG00000053965
8110	ENSMUSG00000054008
8111	ENSMUSG00000054021
8112	ENSMUSG00000054034
8113	ENSMUSG00000054051
8114	ENSMUSG00000054074
8115	ENSMUSG00000054079
8116	ENSMUSG00000054099
8117	ENSMUSG00000054115
8118	ENSMUSG00000054196
8119	ENSMUSG00000054199
8120	ENSMUSG00000054226
8121	ENSMUSG00000054237
8122	ENSMUSG00000054256
8123	ENSMUSG00000054263
8124	ENSMUSG00000054277
8125	ENSMUSG00000054280
8126	ENSMUSG00000054302
8127	ENSMUSG00000054309
8128	ENSMUSG00000054312
8129	ENSMUSG00000054321
8130	ENSMUSG00000054364
8131	ENSMUSG00000054381
8132	ENSMUSG00000054387
8133	ENSMUSG00000054400
8134	ENSMUSG00000054405
8135	ENSMUSG00000054408
8136	ENSMUSG00000054414
8137	ENSMUSG00000054428
8138	ENSMUSG00000054434
8139	ENSMUSG00000054452
8140	ENSMUSG00000054455
8141	ENSMUSG00000054499
8142	ENSMUSG00000054519
8143	ENSMUSG00000054520
8144	ENSMUSG00000054604
8145	ENSMUSG00000054611
8146	ENSMUSG00000054612
8147	ENSMUSG00000054619
8148	ENSMUSG00000054626
8149	ENSMUSG00000054648
8150	ENSMUSG00000054662
8151	ENSMUSG00000054693
8152	ENSMUSG00000054702
8153	ENSMUSG00000054708
8154	ENSMUSG00000054715
8155	ENSMUSG00000054716
8156	ENSMUSG00000054717
8157	ENSMUSG00000054720
8158	ENSMUSG00000054723
8159	ENSMUSG00000054728
8160	ENSMUSG00000054733
8161	ENSMUSG00000054737
8162	ENSMUSG00000054752
8163	ENSMUSG00000054766
8164	ENSMUSG00000054770
8165	ENSMUSG00000054792
8166	ENSMUSG00000054808
8167	ENSMUSG00000054814
8168	ENSMUSG00000054823
8169	ENSMUSG00000054836
8170	ENSMUSG00000054843
8171	ENSMUSG00000054850
8172	ENSMUSG00000054863
8173	ENSMUSG00000054871
8174	ENSMUSG00000054874
8175	ENSMUSG00000054889
8176	ENSMUSG00000054893
8177	ENSMUSG00000054894
8178	ENSMUSG00000054942
8179	ENSMUSG00000054967
8180	ENSMUSG00000055013
8181	ENSMUSG00000055024
8182	ENSMUSG00000055041
8183	ENSMUSG00000055044
8184	ENSMUSG00000055053
8185	ENSMUSG00000055065
8186	ENSMUSG00000055067
8187	ENSMUSG00000055116
8188	ENSMUSG00000055128
8189	ENSMUSG00000055184
8190	ENSMUSG00000055200
8191	ENSMUSG00000055202
8192	ENSMUSG00000055204
8193	ENSMUSG00000055228
8194	ENSMUSG00000055235
8195	ENSMUSG00000055239
8196	ENSMUSG00000055240
8197	ENSMUSG00000055296
8198	ENSMUSG00000055302
8199	ENSMUSG00000055313
8200	ENSMUSG00000055319
8201	ENSMUSG00000055320
8202	ENSMUSG00000055334
8203	ENSMUSG00000055371
8204	ENSMUSG00000055373
8205	ENSMUSG00000055401
8206	ENSMUSG00000055436
8207	ENSMUSG00000055447
8208	ENSMUSG00000055485
8209	ENSMUSG00000055491
8210	ENSMUSG00000055531
8211	ENSMUSG00000055553
8212	ENSMUSG00000055560
8213	ENSMUSG00000055612
8214	ENSMUSG00000055629
8215	ENSMUSG00000055633
8216	ENSMUSG00000055652
8217	ENSMUSG00000055653
8218	ENSMUSG00000055660
8219	ENSMUSG00000055670
8220	ENSMUSG00000055681
8221	ENSMUSG00000055720
8222	ENSMUSG00000055723
8223	ENSMUSG00000055745
8224	ENSMUSG00000055760
8225	ENSMUSG00000055762
8226	ENSMUSG00000055799
8227	ENSMUSG00000055817
8228	ENSMUSG00000055835
8229	ENSMUSG00000055839
8230	ENSMUSG00000055850
8231	ENSMUSG00000055874
8232	ENSMUSG00000055884
8233	ENSMUSG00000055900
8234	ENSMUSG00000055912
8235	ENSMUSG00000055917
8236	ENSMUSG00000055923
8237	ENSMUSG00000055932
8238	ENSMUSG00000055943
8239	ENSMUSG00000055991
8240	ENSMUSG00000056050
8241	ENSMUSG00000056076
8242	ENSMUSG00000056091
8243	ENSMUSG00000056116
8244	ENSMUSG00000056121
8245	ENSMUSG00000056124
8246	ENSMUSG00000056131
8247	ENSMUSG00000056153
8248	ENSMUSG00000056167
8249	ENSMUSG00000056201
8250	ENSMUSG00000056204
8251	ENSMUSG00000056209
8252	ENSMUSG00000056211
8253	ENSMUSG00000056214
8254	ENSMUSG00000056216
8255	ENSMUSG00000056228
8256	ENSMUSG00000056234
8257	ENSMUSG00000056260
8258	ENSMUSG00000056267
8259	ENSMUSG00000056268
8260	ENSMUSG00000056300
8261	ENSMUSG00000056305
8262	ENSMUSG00000056310
8263	ENSMUSG00000056342
8264	ENSMUSG00000056367
8265	ENSMUSG00000056394
8266	ENSMUSG00000056427
8267	ENSMUSG00000056429
8268	ENSMUSG00000056436
8269	ENSMUSG00000056459
8270	ENSMUSG00000056486
8271	ENSMUSG00000056493
8272	ENSMUSG00000056515
8273	ENSMUSG00000056531
8274	ENSMUSG00000056536
8275	ENSMUSG00000056537
8276	ENSMUSG00000056608
8277	ENSMUSG00000056612
8278	ENSMUSG00000056629
8279	ENSMUSG00000056671
8280	ENSMUSG00000056673
8281	ENSMUSG00000056698
8282	ENSMUSG00000056708
8283	ENSMUSG00000056737
8284	ENSMUSG00000056749
8285	ENSMUSG00000056758
8286	ENSMUSG00000056763
8287	ENSMUSG00000056770
8288	ENSMUSG00000056812
8289	ENSMUSG00000056820
8290	ENSMUSG00000056832
8291	ENSMUSG00000056851
8292	ENSMUSG00000056870
8293	ENSMUSG00000056880
8294	ENSMUSG00000056895
8295	ENSMUSG00000056900
8296	ENSMUSG00000056917
8297	ENSMUSG00000056919
8298	ENSMUSG00000056941
8299	ENSMUSG00000056952
8300	ENSMUSG00000056962
8301	ENSMUSG00000056972
8302	ENSMUSG00000056999
8303	ENSMUSG00000057098
8304	ENSMUSG00000057101
8305	ENSMUSG00000057110
8306	ENSMUSG00000057113
8307	ENSMUSG00000057130
8308	ENSMUSG00000057132
8309	ENSMUSG00000057133
8310	ENSMUSG00000057134
8311	ENSMUSG00000057143
8312	ENSMUSG00000057147
8313	ENSMUSG00000057156
